Churn,account_Contract_month-to-month,customer_tenure,internet_Service_fiber_optic,account_Payment_electronic_check,account_Contract_two_year,account_Charges_Total
0,0,48,0,0,1,1245.05
0,1,19,0,0,0,1033.9
1,1,1,1,0,0,70.6
1,1,19,1,1,0,1465.75
0,0,53,0,0,0,3045.75
0,0,71,1,1,0,7854.15
0,1,15,1,0,0,1559.25
0,1,2,0,0,0,97.0
1,1,4,0,0,0,229.55
0,1,26,0,1,0,1959.5
1,1,8,1,1,0,680.05
0,1,18,1,0,0,1537.9
0,1,33,0,0,0,2245.4
0,0,72,1,0,1,7853.7
0,1,6,0,0,0,109.5
1,1,18,1,1,0,1687.95
1,1,5,1,1,0,334.8
0,1,21,1,1,0,2271.85
1,1,32,1,0,0,3019.25
0,1,3,0,1,0,96.85
1,1,1,1,1,0,79.05
0,0,12,0,0,0,219.35
0,0,72,1,0,1,7609.75
0,0,64,1,0,0,6880.85
0,0,47,0,0,1,1160.45
0,1,2,0,0,0,87.9
0,0,72,1,1,0,6588.95
0,0,46,0,0,1,862.4
0,1,51,1,1,0,4473.0
0,0,36,0,0,0,2188.5
1,1,10,1,1,0,738.2
0,1,43,1,0,0,4039.0
0,0,72,0,0,1,6230.1
1,1,44,1,1,0,4364.1
1,1,40,1,0,0,3706.95
0,0,35,1,1,0,3726.15
0,1,37,1,1,0,3532.85
0,0,23,0,0,1,2198.3
0,0,65,0,0,1,1698.55
0,0,72,1,0,0,7578.05
0,0,32,0,0,0,2282.95
0,0,39,0,0,0,779.2
0,0,68,1,0,1,7990.05
0,0,24,0,1,0,1367.75
0,1,16,1,1,0,1340.1
0,0,12,0,0,0,267.0
0,0,66,0,0,1,4017.45
0,0,58,0,0,1,1474.35
1,1,12,0,0,0,654.85
0,1,23,1,1,0,2184.85
0,0,37,0,1,0,695.05
0,1,1,0,0,0,20.45
0,0,67,0,0,1,4615.9
0,0,40,1,0,0,4116.8
0,0,72,0,0,1,6254.45
0,0,61,1,0,1,5703.0
1,1,26,1,1,0,2088.8
0,1,1,0,0,0,29.9
1,1,9,1,1,0,713.1
0,0,41,0,0,1,802.35
1,1,26,1,1,0,2277.65
0,0,72,1,0,1,8476.5
0,0,54,0,1,0,2966.95
0,0,70,0,0,1,1940.85
0,0,61,0,0,1,4976.15
1,1,5,1,0,0,446.05
0,1,34,0,0,0,716.4
0,0,35,0,0,0,638.0
1,1,20,1,1,0,1470.95
0,1,2,0,0,0,44.75
1,1,32,1,1,0,2276.95
0,0,69,0,0,1,4131.2
1,1,3,1,1,0,329.95
0,0,72,0,0,1,1798.9
0,1,17,0,0,0,440.2
1,1,37,1,1,0,3744.05
0,1,28,1,1,0,3204.4
1,1,1,0,0,0,25.1
1,1,30,1,1,0,2755.35
0,1,5,1,0,0,399.45
1,0,72,0,1,1,3937.45
0,1,32,0,0,0,1830.1
0,0,54,1,0,1,5129.45
0,1,16,0,0,0,314.45
1,1,24,0,0,0,1240.25
0,1,15,0,0,0,299.4
0,0,39,0,1,0,2343.85
1,1,5,1,1,0,316.9
0,0,41,0,1,1,899.45
0,1,2,0,0,0,118.25
0,0,69,1,0,1,6998.95
0,0,69,1,0,1,7240.65
0,0,70,1,1,0,7397.0
0,0,55,0,0,0,998.1
1,1,5,1,0,0,415.55
0,0,70,0,0,1,1433.8
0,0,41,0,0,0,2894.55
0,0,25,0,0,0,527.5
0,0,23,0,0,0,1423.35
0,0,27,0,0,1,1498.65
0,1,65,1,0,0,7107.0
0,0,22,0,0,0,488.25
0,1,52,0,0,0,2535.55
0,1,38,1,0,0,3691.2
0,1,3,1,1,0,194.2
0,1,13,1,0,0,849.1
0,0,51,0,0,1,1234.6
0,1,40,1,1,0,3292.3
0,1,18,0,0,0,331.35
0,0,23,0,0,0,436.9
1,1,1,1,0,0,80.15
1,1,16,1,1,0,1422.1
0,0,72,0,0,1,4808.7
0,1,32,1,1,0,3089.6
0,1,36,0,0,0,2854.95
0,0,68,0,0,0,3674.95
0,0,64,0,0,0,1595.5
1,0,66,1,0,0,6615.15
0,0,26,0,0,0,505.9
1,1,17,1,1,0,1515.1
1,1,6,1,0,0,575.45
0,1,26,1,1,0,2193.0
0,0,59,1,0,1,5861.75
0,1,44,0,0,0,2419.55
1,1,4,1,1,0,384.5
1,1,3,1,1,0,267.6
0,1,13,0,0,0,279.3
0,0,29,0,0,0,1082.75
0,0,72,0,0,1,4919.7
0,1,34,1,1,0,3414.65
0,0,46,0,0,1,1755.35
0,0,62,0,0,1,4819.75
0,0,63,0,0,0,5243.05
1,1,1,0,0,0,19.1
0,0,24,0,0,1,830.8
0,0,70,0,0,1,6237.05
0,1,1,0,0,0,19.75
1,1,16,1,1,0,1378.25
0,1,1,0,0,0,45.85
0,1,41,0,1,0,2215.4
1,1,1,0,1,0,45.65
0,1,56,0,0,0,2564.95
0,1,35,0,1,0,2094.9
0,1,19,0,0,0,382.2
0,1,13,0,0,0,275.4
0,1,18,0,1,0,607.3
0,0,62,0,0,1,1429.65
0,1,7,0,1,0,404.35
0,1,48,0,1,0,2104.55
0,1,6,1,0,0,518.75
0,0,64,0,0,1,1198.05
1,1,1,1,0,0,71.55
1,1,1,0,0,0,19.65
1,1,1,0,0,0,44.35
0,1,10,0,0,0,436.2
0,1,1,0,0,0,44.15
0,1,33,0,0,0,669.45
0,0,68,0,0,0,3975.7
0,0,26,1,0,0,2274.1
1,0,9,0,0,0,259.8
0,1,1,0,0,0,25.35
0,0,71,0,1,0,6300.85
1,1,3,1,1,0,260.9
0,0,71,0,0,1,3888.65
0,1,6,0,0,0,119.3
1,1,2,1,0,0,144.55
0,0,72,0,1,1,4746.05
1,1,3,1,1,0,235.5
0,1,59,1,1,0,6519.75
0,0,57,0,0,1,4166.35
0,0,35,0,0,1,759.35
0,1,43,0,0,0,2907.35
1,1,49,1,1,0,4254.85
0,1,67,1,0,0,6079.0
1,1,47,1,0,0,4065.0
0,0,46,0,0,0,1489.3
0,1,5,1,0,0,426.35
0,0,72,1,0,1,7114.25
0,0,48,0,0,1,2627.35
1,1,12,1,1,0,909.25
1,1,43,1,0,0,4600.7
0,1,5,0,0,0,100.2
0,0,72,0,0,1,1859.1
0,1,3,0,0,0,55.25
0,1,1,0,1,0,46.3
0,0,38,0,0,0,814.75
0,0,51,0,0,0,4126.2
0,0,57,0,0,0,3134.7
0,0,65,1,1,1,6347.55
0,0,56,1,0,0,6109.65
0,1,17,1,1,0,1579.7
0,1,5,1,1,0,402.5
0,0,29,0,0,1,692.55
0,0,46,1,1,0,4753.85
0,0,22,1,0,0,1783.6
0,0,9,0,1,0,164.6
0,0,52,0,0,1,3334.95
1,1,3,1,0,0,217.55
1,1,25,0,0,0,1502.65
1,1,9,1,0,0,919.4
0,1,64,0,1,0,2751.0
0,0,63,1,0,1,6330.4
0,1,50,1,1,0,4729.75
1,1,22,0,1,0,1206.05
0,1,15,1,1,0,1566.75
0,0,57,0,0,1,1170.55
0,1,17,0,0,0,1322.55
0,1,6,0,1,0,357.6
1,1,2,1,0,0,131.05
0,0,42,0,0,0,958.1
0,0,69,1,0,0,6841.45
1,1,15,1,0,0,994.8
0,1,6,1,1,0,497.6
0,0,56,0,0,0,2884.9
1,1,1,1,1,0,85.0
0,1,4,0,0,0,77.6
0,1,45,1,0,0,4192.15
0,1,22,1,0,0,2234.95
0,0,72,1,0,1,7251.7
1,1,5,0,1,0,131.05
1,1,18,0,1,0,553.0
0,0,66,1,0,1,6424.25
0,1,23,1,1,0,2326.05
0,0,62,1,0,0,5791.85
0,1,23,0,1,0,996.85
0,0,69,1,0,1,6671.7
0,0,61,0,0,0,1226.45
0,0,70,0,0,1,5460.2
0,0,54,1,1,0,4484.05
0,0,37,0,0,0,2479.25
0,0,71,0,0,1,5224.95
0,0,13,0,1,0,877.35
0,0,71,1,0,1,7365.3
0,1,4,0,0,0,202.3
0,1,7,0,0,0,173.0
0,0,68,0,0,1,6302.85
0,1,32,1,0,0,2619.25
0,1,1,0,0,0,62.8
0,0,4,0,0,0,117.8
0,1,26,0,0,0,1406.9
1,0,42,0,0,0,3160.55
0,0,31,0,0,1,609.1
0,0,69,1,0,0,6511.25
0,0,65,1,1,0,5844.65
0,1,30,1,1,0,2627.2
1,0,60,1,1,0,5610.25
1,1,2,1,0,0,178.7
0,1,9,0,0,0,186.15
0,0,44,0,1,0,2265.0
0,0,71,0,0,1,5522.7
1,1,22,1,0,0,1910.6
0,0,56,1,1,0,5270.6
0,0,72,0,0,1,1867.7
0,1,1,0,0,0,19.95
0,1,20,0,0,0,507.4
0,0,54,0,0,1,3871.85
0,1,23,1,0,0,1783.75
1,0,33,0,0,0,2405.05
0,0,50,0,0,1,1195.25
0,0,72,1,1,1,7880.25
0,0,19,0,1,0,1045.25
0,0,70,1,1,1,7752.05
1,1,22,1,1,0,1730.35
0,1,59,1,1,0,5386.5
1,0,31,0,0,0,2587.7
0,0,29,0,1,0,1620.2
1,1,3,0,0,0,130.1
1,0,69,1,0,0,7262.0
0,0,71,1,1,1,7707.7
1,1,29,1,1,0,2384.15
1,1,53,0,1,0,2854.55
1,1,1,0,0,0,29.95
1,1,20,1,1,0,1776.55
0,1,11,0,0,0,216.2
0,1,49,0,0,0,2970.3
0,0,49,1,1,1,4690.65
1,0,59,0,0,1,1099.6
1,1,8,1,1,0,819.55
1,1,11,1,0,0,997.65
1,1,11,1,0,0,896.9
1,1,20,1,1,0,1734.5
1,1,10,0,0,0,794.25
0,0,67,0,0,0,4653.25
0,0,65,1,0,0,7138.65
1,1,3,0,0,0,130.75
0,1,13,0,1,0,389.95
0,0,48,0,0,1,3771.5
0,0,71,1,0,1,6172.0
0,1,9,1,1,0,704.3
0,0,50,0,0,1,1070.25
0,0,62,1,1,0,6613.65
0,0,31,0,0,0,2545.75
0,1,20,0,0,0,505.95
0,0,69,0,0,1,1363.45
0,1,34,0,0,0,852.7
1,0,44,1,0,0,3912.9
1,1,10,1,0,0,811.8
0,0,72,0,0,1,4179.2
0,0,53,0,0,1,1049.6
0,1,4,1,1,0,422.4
0,1,3,0,0,0,107.25
0,0,67,0,0,0,5903.15
1,1,35,1,1,0,3029.1
0,1,54,1,0,0,5645.8
1,1,1,1,1,0,95.6
0,1,3,1,1,0,232.35
1,1,1,1,1,0,74.9
0,1,31,1,0,0,2094.65
0,0,42,1,1,0,4586.15
0,0,71,0,0,1,6328.7
1,1,24,1,1,0,2122.45
0,1,13,0,0,0,816.8
1,1,1,0,0,0,24.8
0,1,38,0,0,0,2656.3
0,0,4,0,0,1,96.85
0,0,68,0,0,1,6185.8
0,0,61,0,0,1,1554.9
0,0,16,0,0,1,1024.0
1,1,1,1,1,0,78.8
0,0,46,0,0,1,3047.15
0,0,72,1,0,1,7447.7
1,1,4,1,1,0,299.2
0,1,5,0,0,0,107.05
0,1,60,1,1,0,6411.25
1,1,10,1,1,0,659.65
0,1,1,0,0,0,20.2
0,0,39,1,0,0,3877.95
0,0,72,0,0,1,5265.2
1,0,49,1,0,1,5293.2
0,0,62,0,0,0,3487.95
1,1,1,1,0,0,73.6
1,1,34,1,1,0,3207.55
0,1,3,0,0,0,57.5
1,1,48,1,0,0,5121.3
1,1,43,0,0,0,2342.2
1,1,6,1,1,0,434.5
0,1,4,0,0,0,238.5
0,0,25,0,1,0,1540.2
1,1,25,1,0,0,2660.2
0,0,51,0,0,1,1288.0
0,1,2,1,0,0,163.7
0,0,66,1,0,0,6779.05
0,0,72,0,0,1,6376.55
1,1,9,0,1,0,416.45
1,1,17,1,1,0,1539.45
0,0,46,0,0,0,2688.85
1,1,1,1,1,0,68.5
0,1,11,1,0,0,795.65
0,0,51,0,0,1,4089.45
0,0,62,0,0,1,4985.9
0,0,23,0,1,0,485.2
0,0,28,1,0,0,2320.8
1,1,3,1,0,0,229.5
0,0,48,0,0,1,855.1
1,0,66,1,0,0,6975.25
0,0,24,0,0,1,1846.65
0,1,19,0,0,0,1394.55
1,1,5,1,1,0,401.1
0,0,10,0,0,1,521.0
0,1,5,1,1,0,417.75
0,0,65,1,0,1,5968.4
0,0,72,0,0,1,6129.65
1,1,7,1,1,0,586.05
1,1,45,1,1,0,3941.7
0,1,9,0,0,0,593.85
0,0,70,0,1,1,5617.95
0,0,30,0,0,0,1929.95
0,0,68,1,0,1,7849.85
0,0,31,0,0,0,683.25
0,1,31,0,0,0,789.2
1,1,1,1,1,0,69.35
1,1,1,1,1,0,80.8
0,1,5,1,1,0,374.8
0,0,35,0,0,0,1916.0
0,0,71,0,0,1,6365.35
0,0,71,1,0,1,7030.65
0,0,57,0,0,1,4003.0
0,1,8,0,0,0,186.3
0,0,67,1,0,0,7244.7
1,1,47,1,1,0,4749.15
0,0,1,0,1,0,20.2
0,1,4,0,1,0,91.4
0,1,16,0,1,0,1398.25
1,1,2,1,1,0,165.45
0,1,23,0,1,0,1221.55
0,1,12,0,0,0,255.5
0,1,15,0,0,0,1155.6
0,0,32,0,0,0,2201.75
0,0,25,0,0,0,510.8
0,0,36,0,0,1,754.5
0,0,72,0,0,1,6129.2
0,0,45,1,0,0,5031.85
0,1,29,1,0,0,2878.75
0,0,56,0,0,0,1971.5
1,0,67,1,0,0,6056.15
0,1,8,0,0,0,411.6
0,0,68,0,0,1,1657.4
0,0,62,0,0,1,1638.7
0,0,31,1,1,0,2835.5
0,1,6,0,0,0,109.3
0,1,8,1,0,0,624.6
1,1,3,1,1,0,294.45
0,1,7,0,0,0,350.35
0,0,68,1,0,0,7110.75
1,1,7,1,0,0,673.1
0,1,14,0,0,0,780.85
1,1,1,1,1,0,69.6
0,0,55,0,1,1,3068.6
0,0,6,0,0,1,348.8
0,1,28,0,0,0,543.8
0,1,13,0,0,0,831.75
0,1,23,1,1,0,2117.25
0,0,15,0,0,0,294.95
0,1,37,0,0,0,911.6
0,0,23,0,0,0,615.35
1,1,1,1,1,0,73.55
0,0,38,0,0,1,3084.9
0,0,22,0,0,1,566.5
1,1,38,1,1,0,4026.4
0,0,53,0,0,1,1110.35
0,1,2,0,1,0,80.95
0,0,72,1,0,1,7679.65
1,1,1,1,1,0,93.3
0,0,69,0,0,1,3772.5
0,1,35,1,1,0,3365.4
0,0,24,0,0,0,469.65
1,0,53,0,0,0,1021.8
0,0,15,0,1,0,688.2
0,1,16,0,1,0,664.4
0,1,33,1,0,0,2576.8
0,1,3,0,0,0,78.25
1,1,9,0,1,0,248.95
0,0,23,0,0,0,1282.85
1,1,30,1,1,0,2967.35
0,0,51,0,0,0,1216.35
0,0,60,0,0,1,3603.45
0,1,13,0,0,0,394.1
0,1,9,0,0,0,204.55
0,1,14,1,0,0,1152.8
0,0,34,0,0,1,679.0
0,0,33,0,0,0,847.8
0,0,71,1,1,1,5436.45
0,1,16,1,1,0,1043.3
1,0,71,0,1,1,3515.25
0,1,26,1,1,0,2537.0
0,0,49,1,1,0,4917.9
0,1,45,1,0,0,3778.1
0,0,33,0,0,0,690.25
1,1,1,1,1,0,79.2
0,0,45,1,0,1,4285.8
0,1,1,0,0,0,19.1
0,1,46,1,0,0,3548.3
0,0,33,0,1,0,2531.4
0,1,25,0,0,0,1752.65
0,0,17,0,1,0,934.8
0,1,32,1,0,0,2979.3
0,1,1,0,0,0,20.4
1,1,16,0,1,0,810.2
0,1,1,0,0,0,45.3
0,0,51,0,0,1,1086.75
0,1,15,1,1,0,1285.05
1,1,50,1,1,0,4367.35
0,0,48,1,0,1,5067.45
0,0,27,0,0,0,1567.55
0,0,72,0,1,1,1354.4
0,0,70,0,0,1,5289.8
0,0,15,0,0,0,864.55
0,1,17,1,0,0,1672.1
1,1,1,0,0,0,44.45
1,1,25,1,1,0,2291.2
0,0,50,0,0,0,2208.05
1,0,2,0,0,0,28.3
1,1,34,1,0,0,2524.45
0,0,13,1,0,0,966.25
1,1,47,1,1,0,5124.55
0,1,6,0,1,0,340.4
0,0,46,1,0,1,4904.2
0,0,33,0,0,1,2018.4
1,1,1,0,1,0,50.5
0,0,30,0,0,1,789.55
0,0,72,1,0,1,7878.3
0,1,24,0,0,0,1614.05
0,0,71,0,0,1,4145.25
0,0,61,0,0,1,1501.75
1,1,14,1,1,0,1415.55
1,1,1,0,0,0,19.7
0,0,65,1,0,1,6725.3
0,0,23,1,0,0,1810.85
1,1,1,1,0,0,79.55
0,0,45,0,0,1,892.15
0,1,24,0,0,0,1440.75
0,1,18,0,0,0,1156.35
0,0,63,0,0,1,1209.25
0,1,5,0,0,0,92.75
0,1,6,0,0,0,161.45
0,0,58,0,0,1,1185.95
0,0,67,0,0,1,4361.55
0,1,12,0,1,0,612.1
0,1,59,1,0,0,5623.7
1,1,1,0,0,0,55.7
0,1,2,0,0,0,123.05
0,1,4,1,1,0,308.05
0,0,72,0,0,1,6227.5
1,1,5,0,1,0,216.9
0,1,23,1,0,0,2032.3
0,1,28,1,0,0,2684.35
1,0,30,0,0,0,2530.4
0,1,5,0,1,0,167.2
1,1,34,1,0,0,2416.1
0,1,2,1,1,0,184.15
0,1,14,1,1,0,1043.8
1,0,62,1,1,0,6383.35
1,1,53,1,1,0,5485.5
0,0,30,1,0,0,3327.05
0,1,16,0,1,0,341.35
0,0,72,1,0,1,8529.5
0,1,1,0,0,0,43.85
1,1,49,1,1,0,4872.45
0,0,67,0,0,1,1688.9
0,1,11,0,1,0,716.1
1,1,1,1,1,0,70.3
0,1,1,0,0,0,19.9
0,0,50,1,0,0,5791.1
0,0,72,0,0,1,6093.3
0,1,1,0,0,0,30.55
0,1,48,0,0,0,1423.05
1,1,42,1,0,0,4323.45
0,0,31,0,0,0,2344.5
1,0,56,1,1,0,6418.9
0,0,19,1,0,0,1686.85
0,0,69,1,0,1,5420.65
0,1,7,0,0,0,150.6
0,0,11,0,1,0,245.15
1,0,43,1,1,1,4759.85
1,1,3,1,0,0,215.8
0,0,56,0,0,1,3389.25
1,1,40,0,0,0,2139.2
0,0,43,0,0,0,2151.6
1,1,20,1,1,0,1842.8
0,0,63,0,0,0,4448.8
0,0,60,0,0,1,1270.55
1,1,47,1,0,0,4042.3
1,1,11,1,1,0,1145.35
1,1,1,0,1,0,50.55
1,1,5,1,1,0,378.4
0,0,44,1,0,0,4860.35
0,0,62,0,1,1,5150.55
1,1,14,1,1,0,1301.0
0,1,16,1,0,0,1205.5
0,0,35,0,0,0,2016.45
0,1,18,1,0,0,1794.65
0,0,70,0,0,1,5950.2
0,0,67,0,0,1,3953.7
0,0,16,0,0,1,290.55
0,0,11,0,0,1,231.45
0,0,61,0,0,1,3244.4
0,0,72,0,0,1,6301.7
1,1,1,0,1,0,43.3
0,1,29,0,1,0,1332.4
0,1,20,0,0,0,1003.05
0,1,5,1,1,0,302.6
0,1,61,1,1,0,7132.15
1,1,7,1,1,0,541.15
1,1,36,1,1,0,3078.1
1,1,26,1,1,0,2351.8
0,1,10,0,0,0,301.9
1,1,5,0,1,0,346.4
0,0,43,0,0,0,2908.2
0,0,72,1,0,1,7104.2
0,1,15,1,1,0,1219.85
0,0,65,0,0,1,2933.95
0,0,66,1,0,0,7181.95
0,0,44,0,0,1,845.25
0,0,71,1,0,1,6435.25
0,0,27,1,1,0,2220.1
0,0,14,0,0,1,1181.75
0,0,15,0,0,0,931.9
0,0,72,1,1,0,7303.05
0,0,63,1,1,0,6109.75
0,1,1,0,0,0,20.95
0,0,67,0,0,0,1195.95
0,1,20,1,0,0,1614.2
0,0,47,1,0,0,4615.25
0,0,70,0,0,1,5931.75
0,0,35,1,1,1,4025.5
0,1,3,0,0,0,63.6
0,0,67,1,1,1,7171.7
0,1,5,1,1,0,550.6
0,0,65,0,0,1,1267.05
0,0,72,0,0,1,1723.95
0,0,67,1,0,0,5598.3
0,0,44,0,1,0,2440.25
0,1,30,1,0,0,2595.85
0,0,63,0,0,1,4995.35
0,1,42,0,0,0,1097.15
0,1,35,1,0,0,3236.35
0,0,19,0,0,0,386.5
0,0,72,1,1,1,7634.8
0,1,42,0,0,0,2301.15
0,0,61,0,0,1,4932.5
0,0,30,0,0,0,723.3
0,0,46,0,0,1,958.15
0,0,58,0,0,1,3624.35
0,0,26,0,0,0,684.05
0,0,56,1,0,1,5744.35
1,0,52,1,0,0,5426.85
1,1,46,1,1,0,3969.4
0,0,49,0,0,1,1211.65
1,1,1,0,1,0,21.0
1,1,57,1,0,0,5921.35
1,1,1,1,1,0,81.7
0,0,40,0,0,0,854.9
0,1,29,0,0,0,1025.15
1,1,3,0,0,0,64.55
1,0,53,1,0,0,5785.5
0,0,24,0,0,0,1821.2
0,0,24,0,0,0,1288.75
0,1,2,0,1,0,114.15
0,0,36,0,1,0,1941.5
0,1,5,1,1,0,356.1
0,1,12,0,1,0,611.65
0,1,18,0,0,0,467.85
0,1,62,1,0,0,5586.45
1,0,70,1,0,1,6859.5
0,0,66,1,0,0,6819.45
1,0,61,1,1,1,6428.4
0,1,6,0,0,0,106.8
0,0,38,1,1,0,3887.25
0,0,47,0,0,0,1798.65
0,0,45,0,0,1,1171.3
0,0,51,0,0,0,1260.7
0,0,56,1,1,0,6033.3
0,1,2,0,0,0,111.05
0,1,10,1,1,0,964.35
1,1,68,1,0,0,6127.6
1,1,13,1,1,0,1244.5
0,0,48,1,1,0,4692.95
0,0,28,0,0,0,534.7
1,1,23,1,0,0,1758.6
0,0,27,0,0,0,1874.45
0,0,12,0,0,1,262.05
0,1,15,1,0,0,1505.45
1,1,13,0,1,0,300.8
0,0,3,0,0,0,61.35
0,0,69,1,1,1,7297.75
0,1,12,0,0,0,246.7
0,0,54,1,0,1,5064.85
1,1,26,0,1,0,1616.15
0,0,24,0,0,0,1990.5
0,1,2,0,0,0,109.25
1,1,47,1,1,0,4533.7
0,1,58,1,0,0,5749.8
0,0,64,0,0,1,1208.6
0,0,58,0,0,0,4300.8
1,0,19,1,0,0,1888.65
1,1,1,0,0,0,19.75
0,1,35,1,1,0,3437.5
0,1,8,0,0,0,573.15
0,0,72,0,1,1,1432.55
0,1,2,1,0,0,136.05
0,0,67,0,0,1,1620.45
1,1,1,1,0,0,95.65
0,0,72,1,0,1,8248.5
0,1,11,0,0,0,608.15
0,1,9,1,1,0,678.45
1,1,11,0,0,0,221.35
1,1,7,1,1,0,665.45
0,1,37,1,0,0,3646.8
0,1,30,0,0,0,1530.6
0,0,24,0,0,1,1208.15
0,0,68,1,0,0,5461.45
0,0,2,0,0,0,34.8
0,0,70,0,0,1,5264.25
0,0,64,0,0,0,3756.45
0,1,40,0,1,0,2731.0
0,0,30,1,0,0,3021.3
1,1,1,0,1,0,48.95
1,1,18,1,1,0,1422.65
1,1,1,1,1,0,84.8
0,1,32,0,0,0,641.15
0,0,71,0,0,1,6223.8
0,1,1,0,0,0,50.7
0,1,18,0,0,0,1199.4
0,1,48,1,0,0,4997.5
0,0,71,0,0,1,1493.2
1,1,4,1,1,0,365.4
1,1,24,1,1,0,2433.9
0,0,50,1,0,0,4549.45
1,1,1,1,1,0,75.75
0,1,44,1,1,0,3122.4
0,0,61,0,0,1,4158.25
0,1,29,1,0,0,2623.65
0,1,12,0,0,0,648.65
0,0,49,0,0,1,3902.45
1,1,37,1,1,0,3580.3
1,1,26,1,1,0,2710.25
0,0,52,1,0,1,4577.75
0,0,60,0,1,1,4984.85
0,0,72,1,0,1,8436.25
1,1,1,0,0,0,50.65
1,1,15,1,0,0,1107.25
0,0,40,1,0,0,3488.15
0,1,29,0,1,0,1004.75
0,1,1,0,1,0,54.3
1,1,36,1,1,0,3615.6
0,1,65,1,1,0,5931.0
1,1,1,1,1,0,76.35
0,0,65,0,0,1,5459.2
0,0,72,0,0,1,1776.0
0,1,1,0,0,0,33.6
0,1,59,1,1,0,5496.9
0,1,5,1,1,0,384.25
0,0,72,1,0,1,8196.4
0,1,5,0,0,0,259.4
0,0,56,0,0,0,1238.65
0,0,23,0,0,1,454.0
1,1,4,0,0,0,201.1
0,1,2,1,1,0,137.1
0,0,11,0,0,0,184.95
0,0,53,0,0,1,1275.6
1,1,20,1,0,0,1389.2
0,0,72,0,0,1,1379.8
0,0,26,0,0,0,1553.2
0,0,31,0,1,0,1848.8
0,0,19,0,0,0,955.6
0,0,48,0,0,0,2789.7
1,1,5,1,1,0,412.5
0,1,2,0,0,0,33.6
1,0,25,1,1,0,2177.45
0,0,54,1,0,1,4362.05
0,1,68,1,0,0,5589.3
0,0,70,0,0,1,5265.55
0,1,18,0,0,0,768.05
1,1,3,1,0,0,287.4
0,1,45,0,1,0,3273.8
1,1,1,0,1,0,42.9
1,1,1,1,1,0,76.0
0,0,47,0,0,1,943.0
1,1,46,1,1,0,3605.2
0,0,70,0,0,1,6306.5
0,0,70,0,0,1,1764.75
0,0,37,0,1,0,1525.35
0,0,15,1,1,0,1667.25
0,1,55,1,1,0,4509.5
0,0,58,0,0,0,2689.35
0,0,43,0,0,0,2391.15
0,1,9,1,1,0,816.8
0,1,6,0,0,0,109.2
0,0,55,0,1,0,1140.05
0,0,72,0,0,1,1787.35
0,1,8,0,0,0,156.85
1,1,8,1,1,0,762.1
0,0,67,0,0,0,1327.4
0,0,69,0,0,1,1412.65
0,0,44,0,1,0,2317.1
1,1,1,0,0,0,44.4
1,1,1,0,0,0,20.85
0,1,26,1,0,0,2015.8
1,1,39,1,0,0,3266.0
0,1,14,1,1,0,1337.45
1,1,54,1,1,0,4370.25
0,1,49,1,1,0,4920.55
1,0,65,1,0,1,6937.95
0,0,38,0,0,0,2669.45
1,1,2,1,1,0,119.75
0,0,60,1,1,1,6586.85
0,0,69,1,0,1,7806.5
0,0,70,1,1,0,7475.1
0,1,4,0,1,0,238.5
0,0,14,0,0,0,773.2
1,1,1,1,1,0,74.9
0,0,71,0,0,1,6029.9
0,0,68,1,0,1,7149.35
1,1,20,0,0,0,1174.35
1,1,6,1,1,0,556.35
0,0,71,1,1,1,7168.25
0,0,66,0,0,1,1672.35
0,1,4,0,0,0,235.65
0,0,55,0,0,0,1001.5
0,0,72,0,0,1,1734.65
0,1,18,0,0,0,357.0
0,1,25,1,0,0,2338.35
0,0,40,0,0,0,3208.65
0,0,71,0,0,1,1732.95
1,1,29,0,0,0,712.85
0,0,29,1,0,0,2656.7
0,0,61,1,0,1,7008.15
0,1,2,0,0,0,43.15
0,0,56,0,0,1,3457.45
0,1,13,1,0,0,1033.95
0,1,9,1,0,0,637.4
0,0,7,0,0,1,305.55
1,1,2,1,1,0,170.85
0,0,41,1,1,0,3729.75
0,0,47,0,0,1,2754.0
0,0,30,0,0,0,625.05
1,1,35,1,1,0,3395.8
0,0,54,0,0,0,2369.7
1,1,17,1,0,0,1622.45
0,0,72,1,0,1,7922.75
0,1,24,1,1,0,2210.2
0,0,37,0,0,0,2347.85
0,0,48,0,0,1,1027.25
0,0,69,1,1,1,7028.5
0,1,31,0,0,0,2019.8
0,0,38,0,0,1,3297.0
0,1,37,0,0,0,1478.85
0,1,4,1,1,0,280.35
0,0,46,1,1,0,4594.65
0,1,21,0,0,0,417.7
0,1,39,1,1,0,4040.65
0,0,17,0,0,0,1387.35
0,0,54,0,0,1,3512.9
0,1,9,0,0,0,466.6
1,1,1,0,0,0,45.95
0,1,3,0,0,0,154.55
0,0,70,1,0,1,7795.95
1,0,54,1,0,0,5643.4
1,1,53,1,1,0,5549.4
0,0,30,0,0,0,608.5
0,0,48,1,1,0,4744.35
0,0,62,0,0,1,1263.9
1,1,1,0,0,0,45.3
1,0,65,1,1,0,6979.8
0,1,11,1,0,0,864.85
0,0,66,0,1,0,1359.5
1,1,3,1,1,0,205.05
0,1,39,0,1,0,1494.5
0,1,4,0,0,0,135.75
0,1,12,0,1,0,741.4
0,1,32,0,1,0,1051.05
1,1,24,1,1,0,2407.3
0,0,70,1,0,0,6602.9
0,0,72,0,0,1,1566.9
1,1,15,0,0,0,399.6
0,1,17,0,0,0,1215.8
1,1,8,1,0,0,847.3
0,0,8,0,0,0,203.95
